date,person,interest
2024-12-15,Brittney Spears,3.0725928441194235
2024-12-22,Brittney Spears,3.9727293218396227
2024-12-29,Brittney Spears,16.45464014422802
2025-01-05,Brittney Spears,21.176937923520196
2025-01-12,Brittney Spears,12.468841267949916
2025-01-19,Brittney Spears,0.0
2025-01-26,Brittney Spears,12.620076696488772
2025-02-02,Brittney Spears,14.897557248467377
2025-02-09,Brittney Spears,19.230646047541896
2025-02-16,Brittney Spears,33.87384689582934
2025-02-23,Brittney Spears,1.1693012610706326
2025-03-02,Brittney Spears,26.199730755167558
2025-03-09,Brittney Spears,25.144686674944303
2025-03-16,Brittney Spears,16.85314311999036
2025-03-23,Brittney Spears,61.32392610117412
2025-03-30,Brittney Spears,11.820354111333238
2025-04-06,Brittney Spears,16.54324923133226
2025-04-13,Brittney Spears,9.454088928490826
2025-04-20,Brittney Spears,8.294106827842288
2025-04-27,Brittney Spears,28.50316606002313
2025-05-04,Brittney Spears,3.6049939637682282
2025-05-11,Brittney Spears,9.475126064616905
2025-05-18,Brittney Spears,17.043668500029753
2025-05-25,Brittney Spears,20.3337550614596
2025-06-01,Brittney Spears,5.929745050817955
2025-06-08,Brittney Spears,3.330062664683309
2025-06-15,Brittney Spears,23.65474737960399
2025-06-22,Brittney Spears,50.473682608467286
2025-06-29,Brittney Spears,32.871404299738444
2025-07-06,Brittney Spears,31.281533956705914
2025-07-13,Brittney Spears,23.049715525468624
2025-07-20,Brittney Spears,24.196371011259572
2025-07-27,Brittney Spears,6.226240807361581
2025-08-03,Brittney Spears,16.4267677649457
2025-08-10,Brittney Spears,26.68375987075946
2025-08-17,Brittney Spears,27.18901618145686
2025-08-24,Brittney Spears,13.545518485104758
2025-08-31,Brittney Spears,21.534774617058964
2025-09-07,Brittney Spears,11.309823630923926
2025-09-14,Brittney Spears,24.363627472529107
2025-09-21,Brittney Spears,11.760895855222005
2025-09-28,Brittney Spears,31.345844376261432
2025-10-05,Brittney Spears,35.32396562299046
2025-10-12,Brittney Spears,33.67493603383521
2025-10-19,Brittney Spears,2.2168906123805954
2025-10-26,Brittney Spears,23.205418143797882
2025-11-02,Brittney Spears,11.326959746735248
2025-11-09,Brittney Spears,28.803839534621027
2024-01-07,Kate Middleton,82.60122841208384
2024-01-14,Kate Middleton,62.56713372489965
2024-01-21,Kate Middleton,41.64629125779758
2024-01-28,Kate Middleton,27.48051792908288
2024-02-04,Kate Middleton,62.78932810823467
2024-02-11,Kate Middleton,60.84464779476869
2024-02-18,Kate Middleton,16.10260884490932
2024-02-25,Kate Middleton,5.156608935713614
2024-03-03,Kate Middleton,64.35141424618931
2024-03-10,Kate Middleton,96.81430967094258
2024-03-17,Kate Middleton,92.34437971048843
2024-03-24,Kate Middleton,30.232690284057416
2024-03-31,Kate Middleton,94.24646770991524
2024-04-07,Kate Middleton,36.61175143525584
2024-04-14,Kate Middleton,85.90232938026094
2024-04-21,Kate Middleton,27.692180883185525
2024-04-28,Kate Middleton,47.089788757629954
2024-05-05,Kate Middleton,85.32744249947959
2024-05-12,Kate Middleton,58.54292284099762
2024-05-19,Kate Middleton,59.80122791225079
2024-05-26,Kate Middleton,47.27208839493746
2024-06-02,Kate Middleton,91.79656759557461
2024-06-09,Kate Middleton,78.9175579198646
2024-06-16,Kate Middleton,37.39280729522028
2024-06-23,Kate Middleton,49.02798130333507
2024-06-30,Kate Middleton,33.79753251651921
2024-07-07,Kate Middleton,14.974517557456188
2024-07-14,Kate Middleton,75.90809307488878
2024-07-21,Kate Middleton,55.78167193121686
2024-07-28,Kate Middleton,45.378952951321864
2024-08-04,Kate Middleton,66.59930707308648
2024-08-11,Kate Middleton,44.035319843567606
2024-08-18,Kate Middleton,84.15756868091974
2024-08-25,Kate Middleton,69.21102515640386
2024-09-01,Kate Middleton,92.07925819499218
2024-09-08,Kate Middleton,68.41274608926008
2024-09-15,Kate Middleton,32.53830045522407
2024-09-22,Kate Middleton,82.14738914578945
2024-09-29,Kate Middleton,66.86745582199882
2024-10-06,Kate Middleton,54.3743260313714
2024-10-13,Kate Middleton,75.44415748000718
2024-10-20,Kate Middleton,55.258815496084516
2024-10-27,Kate Middleton,22.204094191246014
2024-11-03,Kate Middleton,53.817183620662604
2024-11-10,Kate Middleton,50.32571742536385
2024-11-17,Kate Middleton,67.6939417577875
2024-11-24,Kate Middleton,56.349710461144824
2024-12-01,Kate Middleton,0.0
2024-12-08,Kate Middleton,62.33173285333758
2024-12-15,Kate Middleton,68.50281779207816
2024-12-22,Kate Middleton,22.93753447196194
2024-12-29,Kate Middleton,37.78333112592642
2025-01-05,Kate Middleton,84.28463296069549
2025-01-12,Kate Middleton,39.664933411476504
2025-01-19,Kate Middleton,72.72092168229048
2025-01-26,Kate Middleton,16.642534340388536
2025-02-02,Kate Middleton,77.81088123147916
2025-02-09,Kate Middleton,28.900679000043546
2025-02-16,Kate Middleton,49.775987816699235
2025-02-23,Kate Middleton,42.32230264668479
2025-03-02,Kate Middleton,25.723953645603636
2025-03-09,Kate Middleton,99.45070768854393
2025-03-16,Kate Middleton,74.05496001980528
2025-03-23,Kate Middleton,41.34388879368793
2025-03-30,Kate Middleton,64.79510013506366
2025-04-06,Kate Middleton,54.61725377067511
2025-04-13,Kate Middleton,69.4822874900272
2025-04-20,Kate Middleton,100.0
2025-04-27,Kate Middleton,51.03676067432575
2025-05-04,Kate Middleton,84.20544304542162
2025-05-11,Kate Middleton,33.42736653123754
2025-05-18,Kate Middleton,33.12949049809703
2025-05-25,Kate Middleton,0.0
2025-06-01,Kate Middleton,83.5581613634588
2025-06-08,Kate Middleton,26.97944086199032
2025-06-15,Kate Middleton,52.79143352477262
2025-06-22,Kate Middleton,78.0337400746624
2025-06-29,Kate Middleton,61.91359167231666
2025-07-06,Kate Middleton,100.0
2025-07-13,Kate Middleton,66.4993035734779
2025-07-20,Kate Middleton,38.05711575619735
2025-07-27,Kate Middleton,56.230215474243906
2025-08-03,Kate Middleton,59.61700764662271
2025-08-10,Kate Middleton,34.93768166970882
2025-08-17,Kate Middleton,87.4702831211763
2025-08-24,Kate Middleton,72.00663448238701
2025-08-31,Kate Middleton,83.94537105060024
2025-09-07,Kate Middleton,62.06358815266983
2025-09-14,Kate Middleton,37.30368308142042
2025-09-21,Kate Middleton,70.17827751959047
2025-09-28,Kate Middleton,87.77897215795264
2025-10-05,Kate Middleton,62.029489056736324
2025-10-12,Kate Middleton,31.85947875564084
2025-10-19,Kate Middleton,40.4160506943163
2025-10-26,Kate Middleton,55.96479850567582
2025-11-02,Kate Middleton,91.39046725202792
2025-11-09,Kate Middleton,99.98178937547499
2024-01-07,Joe Biden,29.75516158378106
2024-01-14,Joe Biden,44.260512805494095
2024-01-21,Joe Biden,32.762684945332055
2024-01-28,Joe Biden,24.474427918277744
2024-02-04,Joe Biden,46.753310874407134
2024-02-11,Joe Biden,41.522391902721324
2024-02-18,Joe Biden,42.22564649836582
2024-02-25,Joe Biden,37.67524314789687
2024-03-03,Joe Biden,43.24951404803771
2024-03-10,Joe Biden,42.74078175776618
2024-03-17,Joe Biden,49.55075244030047
2024-03-24,Joe Biden,29.686255727283907
2024-03-31,Joe Biden,50.0631865639705
2024-04-07,Joe Biden,48.16338840185186
2024-04-14,Joe Biden,43.21529605016022
2024-04-21,Joe Biden,54.55818436181522
2024-04-28,Joe Biden,43.996255421031705
2024-05-05,Joe Biden,31.33371727449805
2024-05-12,Joe Biden,53.95939685720363
2024-05-19,Joe Biden,39.305258920832735
2024-05-26,Joe Biden,41.88903815386282
2024-06-02,Joe Biden,70.17019737016474
2024-06-09,Joe Biden,47.94009945325439
2024-06-16,Joe Biden,43.423900618593336
2024-06-23,Joe Biden,54.538894127843406
2024-06-30,Joe Biden,24.058421164527612
2024-07-07,Joe Biden,54.15578968562326
2024-07-14,Joe Biden,33.576256466973476
2024-07-21,Joe Biden,47.23804749045669
2024-07-28,Joe Biden,55.90804723135893
2024-08-04,Joe Biden,74.66551957775532
2024-08-11,Joe Biden,88.27974122183787
2024-08-18,Joe Biden,21.00172121422913
2024-08-25,Joe Biden,25.074301825259898
2024-09-01,Joe Biden,28.493774400692054
2024-09-08,Joe Biden,13.120552468034674
2024-09-15,Joe Biden,17.813809602356258
2024-09-22,Joe Biden,55.63634911947496
2024-09-29,Joe Biden,79.74465110017579
2024-10-06,Joe Biden,31.174026340108647
2024-10-13,Joe Biden,31.229028816111338
2024-10-20,Joe Biden,40.164615638364445
2024-10-27,Joe Biden,62.638042919636774
2024-11-03,Joe Biden,52.350394767117706
2024-11-10,Joe Biden,47.14033291399965
2024-11-17,Joe Biden,42.89229928137698
2024-11-24,Joe Biden,51.09082464038434
2024-12-01,Joe Biden,29.858813063088906
2024-12-08,Joe Biden,4.317245645038618
2024-12-15,Joe Biden,47.161239675553546
2024-12-22,Joe Biden,27.38087274847509
2024-12-29,Joe Biden,35.82708525241563
2025-01-05,Joe Biden,39.67817403454957
2025-01-12,Joe Biden,44.27109679431687
2025-01-19,Joe Biden,33.10465375866635
2025-01-26,Joe Biden,40.38995567235775
2025-02-02,Joe Biden,51.583696463892615
2025-02-09,Joe Biden,13.90165220228248
2025-02-16,Joe Biden,30.895858939686153
2025-02-23,Joe Biden,22.956353678799395
2025-03-02,Joe Biden,38.690634962934446
2025-03-09,Joe Biden,15.728727613245784
2025-03-16,Joe Biden,31.30756197758109
2025-03-23,Joe Biden,17.713563192798457
2025-03-30,Joe Biden,42.96320127883659
2025-04-06,Joe Biden,30.357589924057063
2025-04-13,Joe Biden,36.369821139392364
2025-04-20,Joe Biden,57.91701916003693
2025-04-27,Joe Biden,29.373455275658635
2025-05-04,Joe Biden,42.17529107290028
2025-05-11,Joe Biden,45.69296334061629
2025-05-18,Joe Biden,62.884840321149326
2025-05-25,Joe Biden,24.683496744599537
2025-06-01,Joe Biden,25.64052992771716
2025-06-08,Joe Biden,26.21662283211445
2025-06-15,Joe Biden,25.176037723278004
2025-06-22,Joe Biden,67.08018721378883
2025-06-29,Joe Biden,35.98176554090893
2025-07-06,Joe Biden,7.009116876724704
2025-07-13,Joe Biden,46.658544756332596
2025-07-20,Joe Biden,36.803888606698465
2025-07-27,Joe Biden,64.70507018467404
2025-08-03,Joe Biden,46.515281478352314
2025-08-10,Joe Biden,24.8198383353514
2025-08-17,Joe Biden,22.475205792447746
2025-08-24,Joe Biden,42.55466620865724
2025-08-31,Joe Biden,36.65992056670972
2025-09-07,Joe Biden,39.82487339589862
2025-09-14,Joe Biden,30.47891459741175
2025-09-21,Joe Biden,29.047980147976297
2025-09-28,Joe Biden,47.71001474901018
2025-10-05,Joe Biden,67.4081882014379
2025-10-12,Joe Biden,31.853505118241408
2025-10-19,Joe Biden,37.17778616291949
2025-10-26,Joe Biden,34.30822657954173
2025-11-02,Joe Biden,25.301796964099648
2025-11-09,Joe Biden,29.819437371353416
2024-01-07,Zendaya,49.12011147160002
2024-01-14,Zendaya,16.49087875740986
2024-01-21,Zendaya,25.925241294642632
2024-01-28,Zendaya,17.293112344143438
2024-02-04,Zendaya,24.373418281167304
2024-02-11,Zendaya,16.59159546002354
2024-02-18,Zendaya,18.994767370876396
2024-02-25,Zendaya,7.786463609278055
2024-03-03,Zendaya,26.299925016275655
2024-03-10,Zendaya,20.85431914954485
2024-03-17,Zendaya,31.336986011159443
2024-03-24,Zendaya,24.487478894360052
2024-03-31,Zendaya,16.40969860812598
2024-04-07,Zendaya,13.578639103206287
2024-04-14,Zendaya,25.215231483661587
2024-04-21,Zendaya,41.01367475620856
2024-04-28,Zendaya,18.502292041987985
2024-05-05,Zendaya,3.370778619261607
2024-05-12,Zendaya,27.767821647468246
2024-05-19,Zendaya,39.63774881648381
2024-05-26,Zendaya,31.840923476149534
2024-06-02,Zendaya,10.790624664169403
2024-06-09,Zendaya,26.852654608570923
2024-06-16,Zendaya,35.465688069912375
2024-06-23,Zendaya,20.346931755438977
2024-06-30,Zendaya,18.941911265894944
2024-07-07,Zendaya,19.33139516080397
2024-07-14,Zendaya,23.145655920047094
2024-07-21,Zendaya,48.07421751957649
2024-07-28,Zendaya,25.870633480073096
2024-08-04,Zendaya,42.546646664985154
2024-08-11,Zendaya,12.871277662237445
2024-08-18,Zendaya,30.779685166491785
2024-08-25,Zendaya,39.90863261877701
2024-09-01,Zendaya,56.754763704223365
2024-09-08,Zendaya,28.03261161892803
2024-09-15,Zendaya,21.48200448627174
2024-09-22,Zendaya,27.76153171523537
2024-09-29,Zendaya,41.57117042729551
2024-10-06,Zendaya,41.58538080807838
2024-10-13,Zendaya,24.383177676107056
2024-10-20,Zendaya,41.383934558733316
2024-10-27,Zendaya,25.565583252413415
2024-11-03,Zendaya,35.94744031805463
2024-11-10,Zendaya,32.44080281841655
2024-11-17,Zendaya,21.198902211474135
2024-11-24,Zendaya,14.85107778601797
2024-12-01,Zendaya,40.54590224990596
2024-12-08,Zendaya,44.21579262306942
2024-12-15,Zendaya,30.824761084039313
2024-12-22,Zendaya,25.709652723309006
2024-12-29,Zendaya,11.87152250608237
2025-01-05,Zendaya,55.538595776817544
2025-01-12,Zendaya,21.23519906579995
2025-01-19,Zendaya,32.37117613171802
2025-01-26,Zendaya,42.61039407820748
2025-02-02,Zendaya,38.27055201264604
2025-02-09,Zendaya,38.4841913283567
2025-02-16,Zendaya,10.359013838135317
2025-02-23,Zendaya,34.8633270467465
2025-03-02,Zendaya,34.20952937967174
2025-03-09,Zendaya,29.492373522359216
2025-03-16,Zendaya,34.044581464655224
2025-03-23,Zendaya,5.801457350412118
2025-03-30,Zendaya,0.0
2025-04-06,Zendaya,29.33524177118096
2025-04-13,Zendaya,25.55864723267025
2025-04-20,Zendaya,23.677669154456325
2025-04-27,Zendaya,31.42021361917333
2025-05-04,Zendaya,28.731700406375232
2025-05-11,Zendaya,69.08806372550166
2025-05-18,Zendaya,15.194735575464858
2025-05-25,Zendaya,39.47178539410039
2025-06-01,Zendaya,48.12426260858126
2025-06-08,Zendaya,72.60124308547664
2025-06-15,Zendaya,36.0993028233046
2025-06-22,Zendaya,7.124272698760944
2025-06-29,Zendaya,37.94369110368291
2025-07-06,Zendaya,47.0873604709831
2025-07-13,Zendaya,25.32660937755034
2025-07-20,Zendaya,52.05834437422456
2025-07-27,Zendaya,17.814544314575635
2025-08-03,Zendaya,27.07276069763553
2025-08-10,Zendaya,29.84186632758665
2025-08-17,Zendaya,34.38316641953861
2025-08-24,Zendaya,34.53939807899445
2025-08-31,Zendaya,58.97041238836352
2025-09-07,Zendaya,44.42867262985696
2025-09-14,Zendaya,22.535843101758314
2025-09-21,Zendaya,52.04242881449613
2025-09-28,Zendaya,13.443346875235457
2025-10-05,Zendaya,14.646973473984005
2025-10-12,Zendaya,36.23444292297616
2025-10-19,Zendaya,23.780944837813916
2025-10-26,Zendaya,0.0
2025-11-02,Zendaya,44.64894768086912
2025-11-09,Zendaya,34.25372385579451
2024-01-07,Tom Holland,20.839169427974618
2024-01-14,Tom Holland,19.982076842111947
2024-01-21,Tom Holland,19.597859102912466
2024-01-28,Tom Holland,0.0
2024-02-04,Tom Holland,12.202341146027381
2024-02-11,Tom Holland,24.91640883631869
2024-02-18,Tom Holland,18.6587001524515
2024-02-25,Tom Holland,13.796279538503585
2024-03-03,Tom Holland,1.453102833896807
2024-03-10,Tom Holland,23.35528687062159
2024-03-17,Tom Holland,24.44516291061458
2024-03-24,Tom Holland,13.83833735087299
2024-03-31,Tom Holland,33.95607852458458
2024-04-07,Tom Holland,22.364428135391364
2024-04-14,Tom Holland,14.34752556398491
2024-04-21,Tom Holland,5.499141681258902
2024-04-28,Tom Holland,25.098393161126317
2024-05-05,Tom Holland,27.765975255529273
2024-05-12,Tom Holland,16.866328431482167
2024-05-19,Tom Holland,51.91858672032268
2024-05-26,Tom Holland,14.408826911381706
2024-06-02,Tom Holland,25.980966786428862
2024-06-09,Tom Holland,12.450373146998857
2024-06-16,Tom Holland,18.8543073644389
2024-06-23,Tom Holland,27.871165001322023
2024-06-30,Tom Holland,20.398609426417238
2024-07-07,Tom Holland,64.28080754992538
2024-07-14,Tom Holland,3.1961811764091195
2024-07-21,Tom Holland,32.764502973045694
2024-07-28,Tom Holland,25.448365817220065
2024-08-04,Tom Holland,32.38003952330189
2024-08-11,Tom Holland,23.504156763541754
2024-08-18,Tom Holland,65.46930746373468
2024-08-25,Tom Holland,16.987837063002605
2024-09-01,Tom Holland,36.262786249511706
2024-09-08,Tom Holland,12.822076669640492
2024-09-15,Tom Holland,15.251499591718165
2024-09-22,Tom Holland,41.89841981870463
2024-09-29,Tom Holland,33.38640549847276
2024-10-06,Tom Holland,15.013177700156907
2024-10-13,Tom Holland,25.575629922078427
2024-10-20,Tom Holland,25.273540226483426
2024-10-27,Tom Holland,31.148375926074344
2024-11-03,Tom Holland,3.196148294380013
2024-11-10,Tom Holland,33.79800824775823
2024-11-17,Tom Holland,34.843756505103414
2024-11-24,Tom Holland,10.297248646654708
2024-12-01,Tom Holland,20.10586866682391
2024-12-08,Tom Holland,36.89339620731569
2024-12-15,Tom Holland,60.131388765546475
2024-12-22,Tom Holland,34.71332598181041
2024-12-29,Tom Holland,9.492531929068159
2025-01-05,Tom Holland,43.32526634505373
2025-01-12,Tom Holland,17.44694379483462
2025-01-19,Tom Holland,22.600418052677327
2025-01-26,Tom Holland,17.317242098956836
2025-02-02,Tom Holland,43.166808160166
2025-02-09,Tom Holland,18.59007526844176
2025-02-16,Tom Holland,28.750113927353624
2025-02-23,Tom Holland,19.339716501679234
2025-03-02,Tom Holland,30.266498449618094
2025-03-09,Tom Holland,18.93798561268389
2025-03-16,Tom Holland,21.439676415953482
2025-03-23,Tom Holland,27.55488618391305
2025-03-30,Tom Holland,9.50682492961039
2025-04-06,Tom Holland,24.222374042400773
2025-04-13,Tom Holland,29.67856211584833
2025-04-20,Tom Holland,28.179289224389027
2025-04-27,Tom Holland,34.28781809405077
2025-05-04,Tom Holland,15.860676419237725
2025-05-11,Tom Holland,23.372271703041264
2025-05-18,Tom Holland,28.143470591930928
2025-05-25,Tom Holland,20.82950714890379
2025-06-01,Tom Holland,10.54019015690118
2025-06-08,Tom Holland,25.950479382000164
2025-06-15,Tom Holland,32.6441146826307
2025-06-22,Tom Holland,42.09932184804797
2025-06-29,Tom Holland,8.73584704773068
2025-07-06,Tom Holland,25.57113627644031
2025-07-13,Tom Holland,27.934624889419766
2025-07-20,Tom Holland,26.188555934545125
2025-07-27,Tom Holland,18.501865758360296
2025-08-03,Tom Holland,29.65729078841656
2025-08-10,Tom Holland,18.764286303520024
2025-08-17,Tom Holland,26.988104332924053
2025-08-24,Tom Holland,22.52810904946524
2025-08-31,Tom Holland,3.3566428497243024
2025-09-07,Tom Holland,36.75113650785391
2025-09-14,Tom Holland,16.327725765521585
2025-09-21,Tom Holland,38.00881902487899
2025-09-28,Tom Holland,34.516624899726565
2025-10-05,Tom Holland,25.365628055420757
2025-10-12,Tom Holland,28.652346712172722
2025-10-19,Tom Holland,30.027371445450626
2025-10-26,Tom Holland,20.769277376619414
2025-11-02,Tom Holland,21.28599387981137
2025-11-09,Tom Holland,29.48912394508948
2024-01-07,Kim Kardashian,5.596113653357197
2024-01-14,Kim Kardashian,34.81291243554102
2024-01-21,Kim Kardashian,31.114815469111143
2024-01-28,Kim Kardashian,27.27122332176391
2024-02-04,Kim Kardashian,39.07052287124535
2024-02-11,Kim Kardashian,28.73282775410035
2024-02-18,Kim Kardashian,43.62393472382759
2024-02-25,Kim Kardashian,44.53125045376087
2024-03-03,Kim Kardashian,72.26693975781883
2024-03-10,Kim Kardashian,40.15042673276188
2024-03-17,Kim Kardashian,42.15658244757891
2024-03-24,Kim Kardashian,41.971028559082725
2024-03-31,Kim Kardashian,46.82453826605304
2024-04-07,Kim Kardashian,27.329454934293235
2024-04-14,Kim Kardashian,59.3444617207177
2024-04-21,Kim Kardashian,28.248217250256182
2024-04-28,Kim Kardashian,33.55481329284482
2024-05-05,Kim Kardashian,41.08258137257468
2024-05-12,Kim Kardashian,37.13293707372939
2024-05-19,Kim Kardashian,55.29409373272522
2024-05-26,Kim Kardashian,35.82512699323189
2024-06-02,Kim Kardashian,27.308576502127018
2024-06-09,Kim Kardashian,25.600968988911355
2024-06-16,Kim Kardashian,43.294748419317486
2024-06-23,Kim Kardashian,33.06173861227197
2024-06-30,Kim Kardashian,41.35418030209226
2024-07-07,Kim Kardashian,22.607416051465275
2024-07-14,Kim Kardashian,48.60658595838651
2024-07-21,Kim Kardashian,21.911796008808878
2024-07-28,Kim Kardashian,4.804878441791747
2024-08-04,Kim Kardashian,36.83849544753695
2024-08-11,Kim Kardashian,37.096594152746256
2024-08-18,Kim Kardashian,30.083638143679526
2024-08-25,Kim Kardashian,39.76357769356219
2024-09-01,Kim Kardashian,40.054701591666266
2024-09-08,Kim Kardashian,38.92415967178767
2024-09-15,Kim Kardashian,29.910363742925014
2024-09-22,Kim Kardashian,28.052868689109417
2024-09-29,Kim Kardashian,63.36653264265496
2024-10-06,Kim Kardashian,28.738099677784334
2024-10-13,Kim Kardashian,35.153789813721055
2024-10-20,Kim Kardashian,26.41550059625314
2024-10-27,Kim Kardashian,46.25587771040344
2024-11-03,Kim Kardashian,42.286847972169156
2024-11-10,Kim Kardashian,30.11803002767753
2024-11-17,Kim Kardashian,33.40405438175004
2024-11-24,Kim Kardashian,44.449716653887315
2024-12-01,Kim Kardashian,34.34452393218995
2024-12-08,Kim Kardashian,54.81691806400029
2024-12-15,Kim Kardashian,40.2224368124801
2024-12-22,Kim Kardashian,26.835960138989584
2024-12-29,Kim Kardashian,24.446129829075126
2025-01-05,Kim Kardashian,45.58484543530325
2025-01-12,Kim Kardashian,30.618901757564053
2025-01-19,Kim Kardashian,36.397769697662355
2025-01-26,Kim Kardashian,6.674804292237916
2025-02-02,Kim Kardashian,35.16890716242484
2025-02-09,Kim Kardashian,53.981386284841136
2025-02-16,Kim Kardashian,20.835023649205326
2025-02-23,Kim Kardashian,38.2674476460232
2025-03-02,Kim Kardashian,38.004743596108284
2025-03-09,Kim Kardashian,45.391117874202685
2025-03-16,Kim Kardashian,34.2423571346454
2025-03-23,Kim Kardashian,19.462412339839357
2025-03-30,Kim Kardashian,43.17889658025029
2025-04-06,Kim Kardashian,26.303369187253054
2025-04-13,Kim Kardashian,46.254347844147695
2025-04-20,Kim Kardashian,25.99379265352131
2025-04-27,Kim Kardashian,41.38391925608383
2025-05-04,Kim Kardashian,29.558859978858074
2025-05-11,Kim Kardashian,33.37207093927706
2025-05-18,Kim Kardashian,63.78106491435934
2025-05-25,Kim Kardashian,29.867864335284146
2025-06-01,Kim Kardashian,32.8196412180178
2025-06-08,Kim Kardashian,8.611914997401001
2025-06-15,Kim Kardashian,34.22627608667227
2025-06-22,Kim Kardashian,35.15019226594289
2025-06-29,Kim Kardashian,55.17907963833238
2025-07-06,Kim Kardashian,37.163168815685005
2025-07-13,Kim Kardashian,36.207568061894676
2025-07-20,Kim Kardashian,50.475700950289266
2025-07-27,Kim Kardashian,32.62304875310359
2025-08-03,Kim Kardashian,55.72160596536925
2025-08-10,Kim Kardashian,36.01856295261987
2025-08-17,Kim Kardashian,50.49020151495188
2025-08-24,Kim Kardashian,36.647608412365166
2025-08-31,Kim Kardashian,72.46569515880535
2025-09-07,Kim Kardashian,41.70219897277339
2025-09-14,Kim Kardashian,41.76966387339537
2025-09-21,Kim Kardashian,31.041712192683377
2025-09-28,Kim Kardashian,33.20375999764763
2025-10-05,Kim Kardashian,51.71482891182092
2025-10-12,Kim Kardashian,72.65810271105704
2025-10-19,Kim Kardashian,35.20886488295962
2025-10-26,Kim Kardashian,58.27743150502797
2025-11-02,Kim Kardashian,28.37869154532401
2025-11-09,Kim Kardashian,29.021916135146405
